Year,Ref,Score,Team
1994,Pierre Champoux,2,Tampa Bay Lightning
1994,Dan Marouelli,4,Hartford Whalers
1994,Dan Marouelli,1,Montréal Canadiens
1994,Tim Nowal,4,Hartford Whalers
1994,Tim Nowal,1,Montréal Canadiens
1994,Ron Asselstine,1,Buffalo Sabres
1994,Ron Asselstine,2,New York Rangers
1994,Stewart,1,Buffalo Sabres
1994,Stewart,2,New York Rangers
1994,Brian Murphy,4,New Jersey Devils
1994,Brian Murphy,2,Washington Capitals
1994,Richard Trottier,4,New Jersey Devils
1994,Richard Trottier,2,Washington Capitals
1994,Kerry Fraser #2,2,Florida Panthers
1994,Kerry Fraser #2,0,Ottawa Senators
1994,Pierre Champoux,2,Florida Panthers
1994,Pierre Champoux,0,Ottawa Senators
1994,Ron Finn,4,Edmonton Oilers
1994,Ron Finn,1,Toronto Maple Leafs
1994,Terry Gregson,4,Edmonton Oilers
1994,Terry Gregson,1,Toronto Maple Leafs
1994,Pare,1,Dallas Stars
1994,Pare,3,Los Angeles Kings
1994,Van Massenhoven,1,Dallas Stars
1994,Van Massenhoven,3,Los Angeles Kings
1994,Mark Faucette,5,Detroit Red Wings
1994,Mark Faucette,1,Winnipeg Jets (1979)
1994,Swede Knox,5,Detroit Red Wings
1994,Swede Knox,1,Winnipeg Jets (1979)
1994,Roberts,3,San Jose Sharks
1994,Roberts,1,Vancouver Canucks
1994,Wayne Bonney,3,San Jose Sharks
1994,Wayne Bonney,1,Vancouver Canucks
1994,Bob Hodges,2,Hartford Whalers
1994,Bob Hodges,5,Pittsburgh Penguins
1994,Paul Stewart,2,Hartford Whalers
1994,Paul Stewart,5,Pittsburgh Penguins
1994,Paul Devorski,2,Montréal Canadiens
1994,Paul Devorski,2,New York Rangers
1994,Scott Driscoll,2,Montréal Canadiens
1994,Scott Driscoll,2,New York Rangers
1994,Andy van Hellemond,2,Philadelphia Flyers
1994,Andy van Hellemond,4,Quebec Nordiques
1994,G. Devorski,2,Philadelphia Flyers
1994,G. Devorski,4,Quebec Nordiques
1994,Don Van Massenhoven,2,Calgary Flames
1994,Don Van Massenhoven,2,Chicago Blackhawks
1994,Thor Nelson,2,Calgary Flames
1994,Thor Nelson,2,Chicago Blackhawks
1994,Brian Murphy,2,New Jersey Devils
1994,Brian Murphy,2,New York Islanders
1994,Paul Devorski,2,New Jersey Devils
1994,Paul Devorski,2,New York Islanders
1994,Gerard Gauthier,2,Ottawa Senators
1994,Gerard Gauthier,1,Tampa Bay Lightning
1994,Steve Waklkom,2,Ottawa Senators
1994,Steve Waklkom,1,Tampa Bay Lightning
1994,Don Koharski #12,5,Boston Bruins
1994,Don Koharski #12,4,Florida Panthers
1994,Pierre Champoux,5,Boston Bruins
1994,Pierre Champoux,4,Florida Panthers
1994,Jackson,4,Detroit Red Wings
1994,Jackson,2,Edmonton Oilers
1994,Ron Asselstine,4,Detroit Red Wings
1994,Ron Asselstine,2,Edmonton Oilers
1994,Mark Faucette,4,St. Louis Blues
1994,Mark Faucette,3,Winnipeg Jets (1979)
1994,Swede Knox,4,St. Louis Blues
1994,Swede Knox,3,Winnipeg Jets (1979)
1994,Lance Roberts,0,Los Angeles Kings
1994,Lance Roberts,2,San Jose Sharks
1994,Wayne Bonney,0,Los Angeles Kings
1994,Wayne Bonney,2,San Jose Sharks
1994,Dan Marouelli,2,Anaheim Ducks
1994,Dan Marouelli,2,Vancouver Canucks
1994,Mike Cvik,2,Anaheim Ducks
1994,Mike Cvik,2,Vancouver Canucks
1994,Kevin Collins,4,Hartford Whalers
1994,Kevin Collins,2,Pittsburgh Penguins
1994,Richard Troittier,4,Hartford Whalers
1994,Richard Troittier,2,Pittsburgh Penguins
1994,Hodges,5,Montréal Canadiens
1994,Hodges,2,New York Rangers
1994,Stewart,5,Montréal Canadiens
1994,Stewart,2,New York Rangers
1994,Andy van Hellemond,2,New Jersey Devils
1994,Andy van Hellemond,3,New York Islanders
1994,Pat Dapuzzo,2,New Jersey Devils
1994,Pat Dapuzzo,3,New York Islanders
1994,Gordon Broseker,2,Quebec Nordiques
1994,Gordon Broseker,4,Washington Capitals
1994,Terry Gregson,2,Quebec Nordiques
1994,Terry Gregson,4,Washington Capitals
1994,Don Koharski,1,Boston Bruins
1994,Don Koharski,3,Tampa Bay Lightning
1994,Gerard Gauthier,1,Boston Bruins
1994,Gerard Gauthier,3,Tampa Bay Lightning
1994,Bill McCreary,1,St. Louis Blues
1994,Bill McCreary,3,Toronto Maple Leafs
1994,Randy Mitton,1,St. Louis Blues
1994,Randy Mitton,3,Toronto Maple Leafs
1994,Mark Faucette,3,Calgary Flames
1994,Mark Faucette,2,Dallas Stars
1994,Swede Knox,3,Calgary Flames
1994,Swede Knox,2,Dallas Stars
1994,McGeough,6,Anaheim Ducks
1994,McGeough,3,San Jose Sharks
1994,Mike Cvik,6,Anaheim Ducks
1994,Mike Cvik,3,San Jose Sharks
1994,Dan Marouelli,2,Los Angeles Kings
1994,Dan Marouelli,6,Vancouver Canucks
1994,Wayne Bonney,2,Los Angeles Kings
1994,Wayne Bonney,6,Vancouver Canucks
1994,Randy Mitton,3,Buffalo Sabres
1994,Randy Mitton,3,Pittsburgh Penguins
1994,Terry Gregson,3,Buffalo Sabres
1994,Terry Gregson,3,Pittsburgh Penguins
1994,Gerard Gauthier #30,1,Florida Panthers
1994,Gerard Gauthier #30,4,Quebec Nordiques
1994,Stephen Walkom #24,1,Florida Panthers
1994,Stephen Walkom #24,4,Quebec Nordiques
1994,Andy McElman,4,Chicago Blackhawks
1994,Andy McElman,1,Edmonton Oilers
1994,Dave Jackson,4,Chicago Blackhawks
1994,Dave Jackson,1,Edmonton Oilers
1994,Champoux,3,Montréal Canadiens
1994,Champoux,2,New York Islanders
1994,Koharski,3,Montréal Canadiens
1994,Koharski,2,New York Islanders
1994,Dave Jackson,2,New Jersey Devils
1994,Dave Jackson,0,Washington Capitals
1994,Gordon Broseker,2,New Jersey Devils
1994,Gordon Broseker,0,Washington Capitals
1994,Dan Schachte,3,New York Rangers
1994,Dan Schachte,1,Tampa Bay Lightning
1994,Richard Trottier,3,New York Rangers
1994,Richard Trottier,1,Tampa Bay Lightning
1994,Dan McCourt,4,Detroit Red Wings
1994,Dan McCourt,2,Toronto Maple Leafs
1994,Kerry Fraser,4,Detroit Red Wings
1994,Kerry Fraser,2,Toronto Maple Leafs
1994,Andy McElman,3,Chicago Blackhawks
1994,Andy McElman,2,San Jose Sharks
1994,Paul Devorski,3,Chicago Blackhawks
1994,Paul Devorski,2,San Jose Sharks
1994,Randy Mitton,0,Edmonton Oilers
1994,Randy Mitton,4,St. Louis Blues
1994,Stephen Walkom,0,Edmonton Oilers
1994,Stephen Walkom,4,St. Louis Blues
1994,Dan Marouelli,1,Calgary Flames
1994,Dan Marouelli,2,Dallas Stars
1994,Mike Cvik,1,Calgary Flames
1994,Mike Cvik,2,Dallas Stars
1994,Brad Lazarowich,2,Los Angeles Kings
1994,Brad Lazarowich,8,Vancouver Canucks
1994,Mark Faucette,2,Los Angeles Kings
1994,Mark Faucette,8,Vancouver Canucks
1994,Mark Pare,5,Pittsburgh Penguins
1994,Mark Pare,4,Quebec Nordiques
1994,Mike McGeough,5,Pittsburgh Penguins
1994,Mike McGeough,4,Quebec Nordiques
1994,Andy van Hellemond,3,Florida Panthers
1994,Andy van Hellemond,5,New York Rangers
1994,Dan Schachte #47,3,Florida Panthers
1994,Dan Schachte #47,5,New York Rangers
1994,Don Koharski,2,Boston Bruins
1994,Don Koharski,3,Hartford Whalers
1994,Kevin Collins,2,Boston Bruins
1994,Kevin Collins,3,Hartford Whalers
1994,Fraser,3,Buffalo Sabres
1994,Fraser,3,New York Islanders
1994,Ron Asselstine,3,Buffalo Sabres
1994,Ron Asselstine,3,New York Islanders
1994,Finn,4,Detroit Red Wings
1994,Finn,1,Toronto Maple Leafs
1994,Stewart,4,Detroit Red Wings
1994,Stewart,1,Toronto Maple Leafs
1994,Randy Mitton,3,San Jose Sharks
1994,Randy Mitton,4,St. Louis Blues
1994,Richard Trottier,3,San Jose Sharks
1994,Richard Trottier,4,St. Louis Blues
1994,Dan Marouelli,1,Dallas Stars
1994,Dan Marouelli,2,Edmonton Oilers
1994,Mike Cvik,1,Dallas Stars
1994,Mike Cvik,2,Edmonton Oilers
1994,Jay Sharrers,1,Vancouver Canucks
1994,Jay Sharrers,4,Winnipeg Jets (1979)
1994,Paul Devorski,1,Vancouver Canucks
1994,Paul Devorski,4,Winnipeg Jets (1979)
1994,Don Koharski,5,Ottawa Senators
1994,Don Koharski,5,Washington Capitals
1994,Ron Asselstine,5,Ottawa Senators
1994,Ron Asselstine,5,Washington Capitals
1994,Bill McCreary,6,Philadelphia Flyers
1994,Bill McCreary,6,Quebec Nordiques
1994,Brian Murphy,6,Philadelphia Flyers
1994,Brian Murphy,6,Quebec Nordiques
1994,Don Van Massenhoven,1,New York Islanders
1994,Don Van Massenhoven,4,Tampa Bay Lightning
1994,Pierre Champoux,1,New York Islanders
1994,Pierre Champoux,4,Tampa Bay Lightning
1994,Mike McGeough,3,Boston Bruins
1994,Mike McGeough,2,New Jersey Devils
1994,Ray Scapinello,3,Boston Bruins
1994,Ray Scapinello,2,New Jersey Devils
1994,Andy van Hellemond,2,Florida Panthers
1994,Andy van Hellemond,5,Montréal Canadiens
1994,Dan Schachte #47,2,Florida Panthers
1994,Dan Schachte #47,5,Montréal Canadiens
1994,Greg Devorski,1,Anaheim Ducks
1994,Greg Devorski,3,Toronto Maple Leafs
1994,Stephen Walkom,1,Anaheim Ducks
1994,Stephen Walkom,3,Toronto Maple Leafs
1994,Randy Mitton,2,Chicago Blackhawks
1994,Randy Mitton,4,Detroit Red Wings
1994,Terry Gregson,2,Chicago Blackhawks
1994,Terry Gregson,4,Detroit Red Wings
1994,Paul Devorski,3,Calgary Flames
1994,Paul Devorski,3,Los Angeles Kings
1994,Wayne Bonney,3,Calgary Flames
1994,Wayne Bonney,3,Los Angeles Kings
1994,Greg Devorski,2,Pittsburgh Penguins
1994,Greg Devorski,4,Tampa Bay Lightning
1994,Lance Roberts,2,Pittsburgh Penguins
1994,Lance Roberts,4,Tampa Bay Lightning
1994,Don Van Massenhoven,2,Hartford Whalers
1994,Don Van Massenhoven,1,New York Rangers
1994,Pierre Champoux,2,Hartford Whalers
1994,Pierre Champoux,1,New York Rangers
1994,McElman,3,Dallas Stars
1994,McElman,3,Vancouver Canucks
1994,Stewart,3,Dallas Stars
1994,Stewart,3,Vancouver Canucks
1994,Mark Wheler,2,Anaheim Ducks
1994,Mark Wheler,4,Winnipeg Jets (1979)
1994,Terry Gregson,2,Anaheim Ducks
1994,Terry Gregson,4,Winnipeg Jets (1979)
1994,Lazarowich,3,Calgary Flames
1994,Lazarowich,0,San Jose Sharks
1994,Paul Devorski,3,Calgary Flames
1994,Paul Devorski,0,San Jose Sharks
1994,Dan Van Massenhoven,3,Buffalo Sabres
1994,Dan Van Massenhoven,1,Hartford Whalers
1994,Kevin Collins,3,Buffalo Sabres
1994,Kevin Collins,1,Hartford Whalers
1994,Richard Trottier,4,Florida Panthers
1994,Richard Trottier,1,Ottawa Senators
1994,Ron Asselstine,4,Florida Panthers
1994,Ron Asselstine,1,Ottawa Senators
1994,Gauthier,0,Montréal Canadiens
1994,Gauthier,7,Philadelphia Flyers
1994,McCreary,0,Montréal Canadiens
1994,McCreary,7,Philadelphia Flyers
1994,Brian Murphy,1,Boston Bruins
1994,Brian Murphy,1,Quebec Nordiques
1994,Don Koharski,1,Boston Bruins
1994,Don Koharski,1,Quebec Nordiques
1994,Kerry Fraser,3,New York Islanders
1994,Kerry Fraser,1,Pittsburgh Penguins
1994,Pierre Champoux,3,New York Islanders
1994,Pierre Champoux,1,Pittsburgh Penguins
1994,Pat Dapuzzo,3,New Jersey Devils
1994,Pat Dapuzzo,3,Washington Capitals
1994,Stephen Walkom,3,New Jersey Devils
1994,Stephen Walkom,3,Washington Capitals
1994,Gordon Broseker,5,Toronto Maple Leafs
1994,Gordon Broseker,2,Winnipeg Jets (1979)
1994,Mick McGeough,5,Toronto Maple Leafs
1994,Mick McGeough,2,Winnipeg Jets (1979)
1994,Marouelli,2,Detroit Red Wings
1994,Marouelli,3,St. Louis Blues
1994,McCourt,2,Detroit Red Wings
1994,McCourt,3,St. Louis Blues
1994,Swede Knox,3,Edmonton Oilers
1994,Swede Knox,4,Los Angeles Kings
1994,Terry Gregson,3,Edmonton Oilers
1994,Terry Gregson,4,Los Angeles Kings
1994,Gordon Broseker,2,Buffalo Sabres
1994,Gordon Broseker,4,New York Rangers
1994,Van Hellemond,2,Buffalo Sabres
1994,Van Hellemond,4,New York Rangers
1994,Pat Dapuzzo,1,Tampa Bay Lightning
1994,Pat Dapuzzo,1,Washington Capitals
1994,Paul Stewart,1,Tampa Bay Lightning
1994,Paul Stewart,1,Washington Capitals
1994,Hodges,2,Chicago Blackhawks
1994,Hodges,1,Dallas Stars
1994,Roberts,2,Chicago Blackhawks
1994,Roberts,1,Dallas Stars
1994,Jackson,1,San Jose Sharks
1994,Jackson,5,Vancouver Canucks
1994,Lazarowich,1,San Jose Sharks
1994,Lazarowich,5,Vancouver Canucks
1994,Dennis Larue,3,Anaheim Ducks
1994,Dennis Larue,5,Calgary Flames
1994,Mike Cvik,3,Anaheim Ducks
1994,Mike Cvik,5,Calgary Flames
1994,Bill McCreary,2,Boston Bruins
1994,Bill McCreary,0,Ottawa Senators
1994,Brian Murphy,2,Boston Bruins
1994,Brian Murphy,0,Ottawa Senators
1994,Gerard Gauthier,7,Pittsburgh Penguins
1994,Gerard Gauthier,5,Quebec Nordiques
1994,Mike McGeough,7,Pittsburgh Penguins
1994,Mike McGeough,5,Quebec Nordiques
1994,Gordon Broseker,1,Montréal Canadiens
1994,Gordon Broseker,6,New Jersey Devils
1994,Paul Stewart,1,Montréal Canadiens
1994,Paul Stewart,6,New Jersey Devils
1994,Andy McElman,3,St. Louis Blues
1994,Andy McElman,2,Toronto Maple Leafs
1994,Dan Marouelli,3,St. Louis Blues
1994,Dan Marouelli,2,Toronto Maple Leafs
1994,Andy van Hellemond,6,Hartford Whalers
1994,Andy van Hellemond,3,Ottawa Senators
1994,Brian Murphy,6,Hartford Whalers
1994,Brian Murphy,3,Ottawa Senators
1994,Gordon Broseker,1,Montréal Canadiens
1994,Gordon Broseker,2,New York Islanders
1994,Paul Devorski,1,Montréal Canadiens
1994,Paul Devorski,2,New York Islanders
1994,Ron Asselstine,0,Florida Panthers
1994,Ron Asselstine,0,New York Rangers
1994,Stephen Walkom,0,Florida Panthers
1994,Stephen Walkom,0,New York Rangers
1994,Kerry Fraser,4,Philadelphia Flyers
1994,Kerry Fraser,2,Washington Capitals
1994,Ron Finn,4,Philadelphia Flyers
1994,Ron Finn,2,Washington Capitals
1994,Lance Roberts,4,Dallas Stars
1994,Lance Roberts,0,Winnipeg Jets (1979)
1994,Wayne Bonney,4,Dallas Stars
1994,Wayne Bonney,0,Winnipeg Jets (1979)
1994,Don Koharski,5,Calgary Flames
1994,Don Koharski,2,Edmonton Oilers
1994,Randy Mitton,5,Calgary Flames
1994,Randy Mitton,2,Edmonton Oilers
1994,Richard Trottier,4,San Jose Sharks
1994,Richard Trottier,3,Vancouver Canucks
1994,Shane Heyer,4,San Jose Sharks
1994,Shane Heyer,3,Vancouver Canucks
1994,Dave Jackson,8,Chicago Blackhawks
1994,Dave Jackson,4,Los Angeles Kings
1994,Mike Cvik,8,Chicago Blackhawks
1994,Mike Cvik,4,Los Angeles Kings
1994,Kerry Fraser,2,Hartford Whalers
1994,Kerry Fraser,5,New York Rangers
1994,Ron Finn,2,Hartford Whalers
1994,Ron Finn,5,New York Rangers
1994,Andy van Hellemond,8,Quebec Nordiques
1994,Andy van Hellemond,2,Tampa Bay Lightning
1994,Pierre Champoux,8,Quebec Nordiques
1994,Pierre Champoux,2,Tampa Bay Lightning
1994,Don Koharski,5,Dallas Stars
1994,Don Koharski,3,Edmonton Oilers
1994,Randy Mitton,5,Dallas Stars
1994,Randy Mitton,3,Edmonton Oilers
1994,David Jackson,3,Anaheim Ducks
1994,David Jackson,1,Chicago Blackhawks
1994,Mike Cvik,3,Anaheim Ducks
1994,Mike Cvik,1,Chicago Blackhawks
1994,Gerard Gauthier,7,Boston Bruins
1994,Gerard Gauthier,2,New Jersey Devils
1994,Paul Devorski,7,Boston Bruins
1994,Paul Devorski,2,New Jersey Devils
1994,Marouelli,6,Buffalo Sabres
1994,Marouelli,3,Pittsburgh Penguins
1994,Scapinello,6,Buffalo Sabres
1994,Scapinello,3,Pittsburgh Penguins
1994,Stephen Walkom,2,Ottawa Senators
1994,Stephen Walkom,3,Tampa Bay Lightning
1994,Wayne Bonney,2,Ottawa Senators
1994,Wayne Bonney,3,Tampa Bay Lightning
1994,Ron Asselstine,3,New York Islanders
1994,Ron Asselstine,4,Washington Capitals
1994,Terry Gregson,3,New York Islanders
1994,Terry Gregson,4,Washington Capitals
1994,Pat Dapuzzo,2,Florida Panthers
1994,Pat Dapuzzo,2,Philadelphia Flyers
1994,Paul Stewart,2,Florida Panthers
1994,Paul Stewart,2,Philadelphia Flyers
1994,Don Van Massenhoven,4,San Jose Sharks
1994,Don Van Massenhoven,3,Toronto Maple Leafs
1994,Swede Knox,4,San Jose Sharks
1994,Swede Knox,3,Toronto Maple Leafs
1994,Bill McCreary,6,Detroit Red Wings
1994,Bill McCreary,1,Winnipeg Jets (1979)
1994,Mark Pare,6,Detroit Red Wings
1994,Mark Pare,1,Winnipeg Jets (1979)
1994,Andy McElman,2,Calgary Flames
1994,Andy McElman,2,Vancouver Canucks
1994,Richard Trottier,2,Calgary Flames
1994,Richard Trottier,2,Vancouver Canucks
1994,Ron Asselstine,5,New York Rangers
1994,Ron Asselstine,3,Philadelphia Flyers
1994,Terry Gregson,5,New York Rangers
1994,Terry Gregson,3,Philadelphia Flyers
1994,Knox,0,Anaheim Ducks
1994,Knox,4,Dallas Stars
1994,McGeough,0,Anaheim Ducks
1994,McGeough,4,Dallas Stars
1994,Lance Roberts,5,Chicago Blackhawks
1994,Lance Roberts,2,Edmonton Oilers
1994,Shane Heyer,5,Chicago Blackhawks
1994,Shane Heyer,2,Edmonton Oilers
1994,Don Koharski,3,Boston Bruins
1994,Don Koharski,4,Pittsburgh Penguins
1994,Gerry Gauthier,3,Boston Bruins
1994,Gerry Gauthier,4,Pittsburgh Penguins
1994,Kevin Collins,3,Hartford Whalers
1994,Kevin Collins,2,Tampa Bay Lightning
1994,Paul Stewart,3,Hartford Whalers
1994,Paul Stewart,2,Tampa Bay Lightning
1994,Stephane Provost,1,Buffalo Sabres
1994,Stephane Provost,1,Quebec Nordiques
1994,Stephen Walkom,1,Buffalo Sabres
1994,Stephen Walkom,1,Quebec Nordiques
1994,Kerry Fraser,1,Florida Panthers
1994,Kerry Fraser,6,New Jersey Devils
1994,Pat Dapuzzo,1,Florida Panthers
1994,Pat Dapuzzo,6,New Jersey Devils
1994,Gordon Broseker,1,Montréal Canadiens
1994,Gordon Broseker,5,Washington Capitals
1994,Paul Devorski,1,Montréal Canadiens
1994,Paul Devorski,5,Washington Capitals
1994,Bill McCreary,2,Calgary Flames
1994,Bill McCreary,3,Toronto Maple Leafs
1994,Wayne Bonney,2,Calgary Flames
1994,Wayne Bonney,3,Toronto Maple Leafs
1994,Andy McElman,2,San Jose Sharks
1994,Andy McElman,4,Winnipeg Jets (1979)
1994,Dave Jackson,2,San Jose Sharks
1994,Dave Jackson,4,Winnipeg Jets (1979)
1994,Dan Marouelli,4,Los Angeles Kings
1994,Dan Marouelli,5,Vancouver Canucks
1994,Mike Cvik,4,Los Angeles Kings
1994,Mike Cvik,5,Vancouver Canucks
1994,Kevin Collins,5,Boston Bruins
1994,Kevin Collins,2,Hartford Whalers
1994,Terry Gregson,5,Boston Bruins
1994,Terry Gregson,2,Hartford Whalers
1994,Jackson,4,Buffalo Sabres
1994,Jackson,1,Montréal Canadiens
1994,Scapinello,4,Buffalo Sabres
1994,Scapinello,1,Montréal Canadiens
1994,Don Van Massenhoven,1,New York Islanders
1994,Don Van Massenhoven,3,Ottawa Senators
1994,Wayne Bonney,1,New York Islanders
1994,Wayne Bonney,3,Ottawa Senators
1994,Pat Dapuzzo,6,Philadelphia Flyers
1994,Pat Dapuzzo,2,Pittsburgh Penguins
1994,Paul Devorski,6,Philadelphia Flyers
1994,Paul Devorski,2,Pittsburgh Penguins
1994,Gordon Broseker,2,New York Rangers
1994,Gordon Broseker,4,Washington Capitals
1994,Kerry Fraser,2,New York Rangers
1994,Kerry Fraser,4,Washington Capitals
1994,Lance Roberts,0,Anaheim Ducks
1994,Lance Roberts,3,Chicago Blackhawks
1994,Swede Knox,0,Anaheim Ducks
1994,Swede Knox,3,Chicago Blackhawks
1994,Lazarowich,2,Dallas Stars
1994,Lazarowich,1,St. Louis Blues
1994,Marouelli,2,Dallas Stars
1994,Marouelli,1,St. Louis Blues
1994,Andy McElman,2,Calgary Flames
1994,Andy McElman,3,Winnipeg Jets (1979)
1994,Richard Trottier,2,Calgary Flames
1994,Richard Trottier,3,Winnipeg Jets (1979)
1994,Mick McGeough,2,Detroit Red Wings
1994,Mick McGeough,4,Edmonton Oilers
1994,Shane Heyer,2,Detroit Red Wings
1994,Shane Heyer,4,Edmonton Oilers
1994,Don van Masseenhoven,3,New Jersey Devils
1994,Don van Masseenhoven,6,Quebec Nordiques
1994,Gerard Gauthier,3,New Jersey Devils
1994,Gerard Gauthier,6,Quebec Nordiques
1994,Greg Devorski,4,New York Rangers
1994,Greg Devorski,3,Ottawa Senators
1994,Paul Stewart,4,New York Rangers
1994,Paul Stewart,3,Ottawa Senators
1994,Faucette,8,Dallas Stars
1994,Faucette,2,Los Angeles Kings
1994,Lazarowich,8,Dallas Stars
1994,Lazarowich,2,Los Angeles Kings
1994,Baron Parker,5,Detroit Red Wings
1994,Baron Parker,2,Vancouver Canucks
1994,Mike McGeough,5,Detroit Red Wings
1994,Mike McGeough,2,Vancouver Canucks
1994,Jean Morin,1,Boston Bruins
1994,Jean Morin,3,Washington Capitals
1994,Steven Walkom,1,Boston Bruins
1994,Steven Walkom,3,Washington Capitals
1994,Paul Devorski,4,Pittsburgh Penguins
1994,Paul Devorski,5,Quebec Nordiques
1994,Ron Asselstine,4,Pittsburgh Penguins
1994,Ron Asselstine,5,Quebec Nordiques
1994,Greg Devorski,1,Hartford Whalers
1994,Greg Devorski,3,New York Islanders
1994,Paul Stewart,1,Hartford Whalers
1994,Paul Stewart,3,New York Islanders
1994,Blaine Angus,4,Philadelphia Flyers
1994,Blaine Angus,3,Tampa Bay Lightning
1994,Kevin Collins,4,Philadelphia Flyers
1994,Kevin Collins,3,Tampa Bay Lightning
1994,Kerry Fraser,6,Calgary Flames
1994,Kerry Fraser,3,Chicago Blackhawks
1994,Wayne Bonney,6,Calgary Flames
1994,Wayne Bonney,3,Chicago Blackhawks
1994,Don Koharski,3,Anaheim Ducks
1994,Don Koharski,6,St. Louis Blues
1994,Leon Stickle,3,Anaheim Ducks
1994,Leon Stickle,6,St. Louis Blues
1994,Gauthier,2,Buffalo Sabres
1994,Gauthier,2,Montréal Canadiens
1994,Van Hellemond,2,Buffalo Sabres
1994,Van Hellemond,2,Montréal Canadiens
1994,Dave Jackson,4,New Jersey Devils
1994,Dave Jackson,6,New York Rangers
1994,Greg Devorski,4,New Jersey Devils
1994,Greg Devorski,6,New York Rangers
1994,Blaine Angus,3,Florida Panthers
1994,Blaine Angus,2,Ottawa Senators
1994,Kevin Collins #50,3,Florida Panthers
1994,Kevin Collins #50,2,Ottawa Senators
1994,Lance Roberts,2,Dallas Stars
1994,Lance Roberts,3,Toronto Maple Leafs
1994,Scott Driscoll,2,Dallas Stars
1994,Scott Driscoll,3,Toronto Maple Leafs
1994,Heyer,5,Edmonton Oilers
1994,Heyer,2,San Jose Sharks
1994,McCreary,5,Edmonton Oilers
1994,McCreary,2,San Jose Sharks
1994,Andy van Hellemond,2,Hartford Whalers
1994,Andy van Hellemond,1,Quebec Nordiques
1994,Jean Morin,2,Hartford Whalers
1994,Jean Morin,1,Quebec Nordiques
1994,Gordon Broseker,2,New York Islanders
1994,Gordon Broseker,4,Pittsburgh Penguins
1994,Mark Faucette,2,New York Islanders
1994,Mark Faucette,4,Pittsburgh Penguins
1994,Dave Jackson,2,Boston Bruins
1994,Dave Jackson,3,Philadelphia Flyers
1994,Ron Asselstine,2,Boston Bruins
1994,Ron Asselstine,3,Philadelphia Flyers
1994,Dan Schachte,3,Chicago Blackhawks
1994,Dan Schachte,4,Los Angeles Kings
1994,Paul Stewart,3,Chicago Blackhawks
1994,Paul Stewart,4,Los Angeles Kings
1994,Kerry Fraser,1,Calgary Flames
1994,Kerry Fraser,5,St. Louis Blues
1994,Leon Stickle,1,Calgary Flames
1994,Leon Stickle,5,St. Louis Blues
1994,Bill McCreary,4,Anaheim Ducks
1994,Bill McCreary,4,Detroit Red Wings
1994,Shane Heyer,4,Anaheim Ducks
1994,Shane Heyer,4,Detroit Red Wings
1994,Lance Roberts,2,Ottawa Senators
1994,Lance Roberts,2,Washington Capitals
1994,Mark Pare,2,Ottawa Senators
1994,Mark Pare,2,Washington Capitals
1994,Kevin Collins,3,New Jersey Devils
1994,Kevin Collins,2,Tampa Bay Lightning
1994,Paul Devorski,3,New Jersey Devils
1994,Paul Devorski,2,Tampa Bay Lightning
1994,Dan Schachte,3,Dallas Stars
1994,Dan Schachte,4,Winnipeg Jets (1979)
1994,Don Koharski,3,Dallas Stars
1994,Don Koharski,4,Winnipeg Jets (1979)
1994,Knox,5,Detroit Red Wings
1994,Knox,3,San Jose Sharks
1994,Shick,5,Detroit Red Wings
1994,Shick,3,San Jose Sharks
1994,Brian Murphy,0,Boston Bruins
1994,Brian Murphy,2,Florida Panthers
1994,Don Van Massenhoven,0,Boston Bruins
1994,Don Van Massenhoven,2,Florida Panthers
1994,Gordon Broseker,2,Buffalo Sabres
1994,Gordon Broseker,6,Pittsburgh Penguins
